tweetID,financeType,date,fullText,replyCount,likesCount,retweetCount,sentimentScore,sentiment,startDate,deltaPrice_0,deltaPrice_1,deltaPrice_2,deltaPrice_3,deltaPrice_4,percentPrice_0,percentPrice_1,percentPrice_2,percentPrice_3,percentPrice_4,deltaVol_0,deltaVol_1,deltaVol_2,deltaVol_3,deltaVol_4,percentVol_0,percentVol_1,percentVol_2,percentVol_3,percentVol_4,datesDifference,weekendOrHoliday
156927468836630528,tesla,2012-01-11,"The exec conf room at Tesla used to be called Denali, but I decided to move a few letters around. Seemed more apt :)",32.0,315,67,0.6616,,2012-01-10,0.12199999999999989,0.12600000000000033,-0.9660000000000002,-0.20399999999999974,0.0,2.208544532947138,2.280955829109347,-17.48732802317162,-3.6929761042722618,0.0,2500,287500,24143000,19899000,0,0.07442691277165824,8.559094968740697,718.7555820184579,592.4084548972909,0.0,1 days,False
157700726515183616,tesla,2012-01-13,"A Tesla Roadster just passed the 100,000 mile mark for the first time and still has over 200 miles of range.",5.0,15,51,0.0,,2012-01-12,-1.0920000000000005,-0.33000000000000007,-0.28800000000000026,-0.29800000000000004,0.0,-19.32743362831859,-5.84070796460177,-5.097345132743367,-5.274336283185841,0.0,23855500,19611500,2654500,2585000,0,654.202660085013,537.8170848759084,72.79583161936102,70.88989441930619,0.0,1 days,False
159330976378519552,tesla,2012-01-17,Will communicate better in the future. Too many people want us to fail and are willing to twist any bit of news against Tesla.,44.0,163,43,-0.0772,,2012-01-13,0.7620000000000005,0.8040000000000003,0.7940000000000005,0.7620000000000005,0.0,16.71785870996052,17.639315489249675,17.419921017990358,16.71785870996052,0.0,-4244000,-21201000,-21270500,-24190500,0,-15.431604974183696,-77.08893898625554,-77.34164788015417,-87.95905752308923,0.0,4 days,True
159396536621596672,tesla,2012-01-17,That's not just paranoia (a healthy trait at times). Tesla really is under massive attack by short sellers,23.0,16,14,0.0875,,2012-01-13,0.7620000000000005,0.8040000000000003,0.7940000000000005,0.7620000000000005,0.0,16.71785870996052,17.639315489249675,17.419921017990358,16.71785870996052,0.0,-4244000,-21201000,-21270500,-24190500,0,-15.431604974183696,-77.08893898625554,-77.34164788015417,-87.95905752308923,0.0,4 days,True
168022238061268992,tesla,2012-02-10,Tesla Model X video,12.0,16,47,0.0,,2012-02-09,-0.29600000000000026,-0.21799999999999997,0.11800000000000033,0.20399999999999974,0.3200000000000003,-4.542664211172503,-3.3456108041743398,1.8109269490485012,3.130755064456718,4.910988336402705,2985500,-596000,2668500,7423500,4713000,46.75436535901652,-9.333646542948868,41.78999295278365,116.25557904627672,73.80784590086915,1 days,False
168056133708283904,tesla,2012-02-10,"Tesla Model X is 3rd most searched term on Google, right after purple squirrel. Damn you squirrel!",40.0,286,139,-0.4574,,2012-02-09,-0.29600000000000026,-0.21799999999999997,0.11800000000000033,0.20399999999999974,0.3200000000000003,-4.542664211172503,-3.3456108041743398,1.8109269490485012,3.130755064456718,4.910988336402705,2985500,-596000,2668500,7423500,4713000,46.75436535901652,-9.333646542948868,41.78999295278365,116.25557904627672,73.80784590086915,1 days,False
177210012911927296,tesla,2012-03-07,The President of Serbia came by our booth at the Geneva Motor Show and talked about Nikola Tesla,35.0,304,84,0.0,,2012-03-06,0.0019999999999997797,-0.008000000000000007,0.3260000000000005,0.5800000000000001,0.5960000000000001,0.03020235578374781,-0.12080942313500463,4.922983992751442,8.758683177287828,9.00030202355784,-1044500,297500,4898000,6947500,2139000,-36.40641338445451,10.369466713140467,170.7215057511328,242.15754618333912,74.55559428372254,1 days,False
188047168844730368,tesla,2012-04-05,"Wow, a Tesla owner in Europe just passed 200,000 km while racing his Roadster!",13.0,93,57,0.6239,,2012-04-04,-0.10400000000000009,-0.3700000000000001,-0.508,-0.3819999999999997,0.0,-1.485714285714287,-5.285714285714287,-7.257142857142858,-5.457142857142853,0.0,-14862000,-14130500,-13170500,-16881500,0,-66.32156722745326,-63.05725378196261,-58.773260743451296,-75.33357133294658,0.0,1 days,False
200622424037933056,tesla,2012-05-10,"Meant to say: prizes for first 10 who do 400 miles in Tesla w/o recharging, not nonstop, which would require diapers :)",21.0,536,25,0.7184,,2012-05-09,0.5800000000000001,0.4380000000000006,0.0,-0.12599999999999945,-0.17599999999999927,9.647371922821026,7.285429141716578,0.0,-2.095808383233524,-2.927478376580161,18042000,-3633000,-2835000,-1811000,-3454000,185.24564916063454,-37.301709533343605,-29.108270445094718,-18.594383695261563,-35.46383284562862,1 days,False
204769845630337024,tesla,2012-05-22,Major Tesla milestone: All crash testing is complete for 5* (max) safety rating. Cars can now be built for sale to public!,21.0,536,25,0.1007,,2012-05-21,0.4060000000000006,0.4500000000000002,0.3020000000000005,0.20800000000000018,0.0,7.055961070559621,7.820646506777898,5.248522766770951,3.6148766075773406,0.0,4455000,-1274000,-1998000,-3591000,0,60.39859002169198,-17.272234273318873,-27.087852494577007,-48.68492407809111,0.0,1 days,False
